Brief Name,Client,Shortlisted Agency,Agency Skills,Agency Industries,Service Description,Agency Description,Agency services,Other Services,Vision,Industry Experience,Agency Locations,Brief Region,Status,Winning Agency,Number of Agencies Shortlisted Brief,Client_WA_Interaction,Project extension with same agency,Client selected agency themselves from marketplace,Right geography / time zone,Strong skill set match,Deep / relevant sector expertise,Good cultural fit,Right price level,Strong track record,Match Score,Lead_George Patten,Lead_Gideon Hyde,Lead_Hannah Fraser,Lead_Kate Walker,Lead_Paul Bowman,Lead_Peter Sayburn,Lead_Phil Kohler,Lead_Robin Scarborough,Sub Brief Taxonomy,Main Brief Taxonomy
Digital Health Solutions,Silverchain,Tobias,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (New_Venture_Strategy), (Product_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Brand_Design), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Artificial_Intelligence), (Software_Development), (Web_Development), (Brand_Strategy), (Employee_Experience), (EVP_/_Employer_Branding), (Learning_&_Development), (Purpose), (Values_&_Culture)","(Education), (Financial_Services), (Government), (Healthcare), (Not-for-Profit), (Professional_Services), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Scale-up), (Start-up)",Human Centered Design,Tobias is an award-winning Strategic Design and Innovation  Consultancy,"(Strategic_Design), (Proposition_Design), (Research_&_Insight)",,"We use human-centred design to help organisations create strategies, products and services that drive value and positive change.","Health,Financial Services,Government,Education,Transport",Australia,australia,Archived,Tobias,2,1.0,0,0.0,0,1,1,1,1,1,0.8372093023255813,0,0,0,0,0,0,0,1,"(Qualitative_research), (service_design)","(Data_Insight & Research), (Experience & Design)"
Digital Health Solutions,Silverchain,VERSA AGENCY,"(Customer_Experience_Design), (Service_Design), (UX_&_UI_Design), (Artificial_Intelligence), (CMS_/_DXP), (Mobile_App_Development), (Software_Development), (Web_Development)",(B2B),Digital transformation agency powered by conversational AI,Digital transformation agency powered by conversational AI.,"(Software_Development), (Strategic_Design)",(Conversational_AI),"Optimising conversational channels for personalised impact that furthers your brand through the use of chat, Voice, Virtual Assistants, IVR, Websites and Apps.","Government,Banking,Entertainment,Medical,Restaurant (fast food),Travel",Australia,australia,Archived,Tobias,2,1.0,0,0.0,0,1,1,1,1,1,0.8372093023255813,0,0,0,0,0,0,0,1,"(Qualitative_research), (service_design)","(Data_Insight & Research), (Experience & Design)"
Prop vision,Snugg Energy,Rufus Leonard,,,,,,,,,,united kingdom,Archived,Rufus Leonard,1,1.0,0,1.0,1,1,0,0,0,0,0.3488372093023255,0,0,0,0,0,0,1,0,(Proposition_Design),(Experience & Design)
Skin Care Brief,Superdrug,Launch Studio,,,,,,,,,,united kingdom,Matching,unknown,3,1.0,0,0.0,0,1,0,1,1,0,0.5116279069767441,0,0,1,0,0,0,0,0,(Brand_Design),(Experience & Design)
Skin Care Brief,Superdrug,Frontier,"(Customer_Strategy), (Digital_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Sustainability_Strategy), (Brand_Strategy), (Graphic_Design), (Employee_Experience), (EVP_/_Employer_Branding), (Purpose), (Values_&_Culture)","(Beauty), (FMCG), (Food_and_Beverage_Services), (Not-for-Profit), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Retail), (Scale-up)",North Star Brand Strategy for the Audience Age,North Star Brand Strategy for the Audience Age,(Brand_Strategy),,,,United Kingdom,united kingdom,Matching,unknown,3,1.0,0,0.0,0,1,1,0,0,1,0.5581395348837208,0,0,1,0,0,0,0,0,(Brand_Design),(Experience & Design)
Skin Care Brief,Superdrug,Fun Agency Ltd,"(Brand_Design), (Graphic_Design), (Proposition_Design), (Advertising), (Brand_Strategy)","(Alcoholic_Beverages), (FMCG), (Food_and_Beverage_Services), (Start-up)",SERIOUSLY GOOD BRAND DEFINING IDEAS,SERIOUSLY GOOD BRAND DEFINING IDEAS,"(Brand_Strategy), (Creative_&_Production), (Strategic_Design)","(Advertising), (Creative_Ideas), (Packaging_Design), (Brand_Creation)",,,United Kingdom,united kingdom,Matching,unknown,3,1.0,0,0.0,0,1,1,1,1,1,0.8372093023255813,0,0,1,0,0,0,0,0,(Brand_Design),(Experience & Design)
Cover Sense ph3 (research),TAL,Objective Experience,"(Experience_Strategy), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (Service_Design), (UX_/_UI_Design)","(Alcoholic_Beverages), (Financial_Services), (FMCG), (Government), (Professional_Services), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Utilities)","UX Strategy, UX Research & UX Design",Improving lives by understanding human behaviour & designing great experiences.,"(Research_&_Insight), (UX/UI_Design)",,"We delight our clients by going the extra mile and helping them to get products, that are awesome to use, live on time.","Fintech,Online Retail,Physical Retail,Government",Australia,australia,Archived,MyMavins,2,1.0,0,0.0,1,0,0,0,1,0,0.2325581395348837,0,0,0,0,0,0,0,1,"(Qualitative_Research), (Quantitative_Research)",(Data_Insight & Research)
Cover Sense ph3 (research),TAL,MyMavins,,,Research consulting,Next generation action research consulting,(Research_&_Insight),,"We sit at the crossroads of expertise, knowledge and technical skills. With our unique combination of domain expertise, deep market knowledge and strategic awareness of broader trends - we work beside you to bring out your best.","Financial Services,Insurance,Public Sector,Health,Public Relations",Australia,australia,Archived,MyMavins,2,1.0,0,0.0,1,1,1,0,1,1,0.7906976744186045,0,0,0,0,0,0,0,1,"(Qualitative_Research), (Quantitative_Research)",(Data_Insight & Research)
Cover Sense ph3 (CDR),TAL,Quill Peak Consulting,,,,,,,,,,australia,Archived,Quill Peak Consulting,1,2.0,1,0.0,0,1,1,0,1,1,0.7441860465116277,0,0,0,0,0,0,0,1,(Business_strategy),(Customer & Business Strategy)
Bid support,TAL,Path Ventures,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Change_Management), (Employee_Experience), (Purpose), (Values_&_Culture)","(Financial_Services), (Government), (Healthcare), (Professional_Services), (Technology), (Information_and_Media), (Telecommunications)",Move fast and make things,Move fast and make things,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",,,,Australia,australia,Archived,Path Ventures,1,5.0,0,1.0,1,1,1,1,1,1,0.9534883720930232,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
UX Prototyping,TAL,Raw.Studio,(UX_&_UI_Design),(B2B),"strategy-driven, design & development studio focused on UI/UX, Branding, Market Research & Growth.","Strategy and Growth-driven UX design studio, with your success in mind",(UX/UI_Design),,"We’re a team of makers, thinkers and explorers. We design and build digital products because we’re curious people driven by continuous learning and solving hard problems. We gain a huge amount of fulfilment through growing our clients businesses, delighting their customers, and innovating in their industries.","Tech,Fintech",Australia,australia,Archived,Raw.Studio,3,3.0,0,0.0,1,1,0,0,1,1,0.5581395348837208,0,0,0,0,0,0,0,1,(User_Experience/User_Interface_Design),(Experience & Design)
UX Prototyping,TAL,blueegg,,,,blueegg is an Experience Design “UX” Agency based in Sydney.,"(UX/UI_Design), (Research_&_Insight)",,blueegg is an Experience Design “UX” Agency based in Sydney. We utilise our unique scientific methodology to deliver evidence-based insights to improve the experience of users.,"Public Sector,Telecoms,Education",Australia,australia,Archived,Raw.Studio,3,3.0,0,0.0,1,1,1,0,1,1,0.7906976744186045,0,0,0,0,0,0,0,1,(User_Experience/User_Interface_Design),(Experience & Design)
UX Prototyping,TAL,Helium,,,,,,,,,,australia,Archived,Raw.Studio,3,3.0,0,0.0,1,1,0,0,1,1,0.5581395348837208,0,0,0,0,0,0,0,1,(User_Experience/User_Interface_Design),(Experience & Design)
Claims Intake Experience,TAL,Path Ventures,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Change_Management), (Employee_Experience), (Purpose), (Values_&_Culture)","(Financial_Services), (Government), (Healthcare), (Professional_Services), (Technology), (Information_and_Media), (Telecommunications)",Move fast and make things,Move fast and make things,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",,,,Australia,australia,Archived,Path Ventures,1,5.0,0,1.0,1,1,1,1,1,1,0.9534883720930232,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Cover Sense ph3 (marcomms),TAL,Head & Heart Creative,,,,,,,,,,australia,Archived,Cocogun,2,1.0,0,0.0,1,1,0,0,1,0,0.4651162790697674,0,0,0,0,0,0,0,1,"(Advertising), (Copywriting)",(Advertising_Brand & Creative)
Cover Sense ph3 (marcomms),TAL,Cocogun,,,,We are a full-service independent creative agency.,"(Brand_Strategy), (Creative_&_Production)",,,,Australia,australia,Archived,Cocogun,2,1.0,0,0.0,1,1,0,0,1,0,0.4651162790697674,0,0,0,0,0,0,0,1,"(Advertising), (Copywriting)",(Advertising_Brand & Creative)
Cover Sense ph3 (UX),TAL,Raw.Studio,(UX_&_UI_Design),(B2B),"strategy-driven, design & development studio focused on UI/UX, Branding, Market Research & Growth.","Strategy and Growth-driven UX design studio, with your success in mind",(UX/UI_Design),,"We’re a team of makers, thinkers and explorers. We design and build digital products because we’re curious people driven by continuous learning and solving hard problems. We gain a huge amount of fulfilment through growing our clients businesses, delighting their customers, and innovating in their industries.","Tech,Fintech",Australia,australia,Archived,Raw.Studio,1,3.0,1,0.0,1,1,0,0,1,1,0.6046511627906975,0,0,0,0,0,0,0,1,(User_Experience/User_Interface_Design),(Experience & Design)
Cover Sense ph3 (data science),TAL,Ellipsis,"(CRM_Strategy), (Customer_Strategy), (Data_Strategy), (Loyalty_Strategy), (Data_Analytics), (Data_Visualisation), (MarTech_Consulting), (ROl_Optimisation), (Segmentation)","(Automotive), (Beauty), (Entertainment), (Fashion), (Financial_Services), (Grocery), (Healthcare), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Utilities)",Customer Loyalty Experts,"We are Ellipsis, the Customer Loyalty Experts","(Proposition_Design), (CRM_&_Loyalty)","(Loyalty_Consulting), (Customer_Strategy), (Data_Insights)","WE ARE THE CUSTOMER LOYALTY EXPERTS. We use Customer Science® to understand, manage and grow customer value","Retail,Health,Financial Services,Insurance,Airlines,Tourism,Telecoms",Australia,australia,Archived,Ellipsis,1,1.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,0,0,0,0,0,1,(Data_Analytics),(Data_Insight & Research)
Cover sense ph2 (Quill Peak),TAL,Quill Peak Consulting,,,,,,,,,,australia,Archived,Quill Peak Consulting,1,2.0,1,0.0,0,1,1,0,1,1,0.7441860465116277,0,0,0,0,0,0,0,1,(Business_strategy),(Customer & Business Strategy)
Cover Sense ph2 (JN),TAL,Path Ventures,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Change_Management), (Employee_Experience), (Purpose), (Values_&_Culture)","(Financial_Services), (Government), (Healthcare), (Professional_Services), (Technology), (Information_and_Media), (Telecommunications)",Move fast and make things,Move fast and make things,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",,,,Australia,australia,Archived,Path Ventures,1,5.0,1,0.0,1,1,1,1,1,1,0.9767441860465116,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Pulse ph 1,TAL,Path Ventures,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Change_Management), (Employee_Experience), (Purpose), (Values_&_Culture)","(Financial_Services), (Government), (Healthcare), (Professional_Services), (Technology), (Information_and_Media), (Telecommunications)",Move fast and make things,Move fast and make things,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",,,,Australia,australia,Started,Path Ventures,1,5.0,0,1.0,1,1,1,1,1,1,0.9534883720930232,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Product Design - Pulse,TAL,Raw.Studio,(UX_&_UI_Design),(B2B),"strategy-driven, design & development studio focused on UI/UX, Branding, Market Research & Growth.","Strategy and Growth-driven UX design studio, with your success in mind",(UX/UI_Design),,"We’re a team of makers, thinkers and explorers. We design and build digital products because we’re curious people driven by continuous learning and solving hard problems. We gain a huge amount of fulfilment through growing our clients businesses, delighting their customers, and innovating in their industries.","Tech,Fintech",Australia,australia,Started,Wonderful,2,2.0,0,0.0,1,1,0,0,0,1,0.4186046511627906,0,0,0,0,0,0,0,1,"(Proposition_Design), (User_Experience/User_Interface_Design)",(Experience & Design)
Product Design - Pulse,TAL,Wonderful,"(Digital_Strategy), (New_Venture_Strategy), (Product_Strategy), (Data_Analytics), (MarTech_Consulting), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (ROl_Optimisation), (Brand_Design), (Customer_Experience_Design), (UX_/_UI_Design), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Web_Development), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Digital_Performance_Marketing), (SEO_/_SEM)","(Alcoholic_Beverages), (Construction), (Education), (Fashion), (Financial_Services), (Food_and_Beverage_Services), (Government), (Not-for-Profit), (Professional_Services), (Technology), (Information_and_Media), (Start-up)","We grow businesses at speed and scale. Through uncommon creativity, technical skill and marketing science, we create digital experiences that deliver real results.","We grow businesses at speed and scale. Through uncommon creativity, technical skill and marketing science, we create digital experiences that deliver real results.","(Research_&_Insight), (UX/UI_Design), (Digital_Marketing)","(Research_&_Insights), (Experience_Design), (PPC), (SEO), (Paid_Social), (eCommerce), (CRM_&_Loyalty)",,,Australia,australia,Started,Wonderful,2,2.0,0,0.0,1,1,0,1,0,1,0.5581395348837208,0,0,0,0,0,0,0,1,"(Proposition_Design), (User_Experience/User_Interface_Design)",(Experience & Design)
Content Design - Pulse,TAL,Wonderful,"(Digital_Strategy), (New_Venture_Strategy), (Product_Strategy), (Data_Analytics), (MarTech_Consulting), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (ROl_Optimisation), (Brand_Design), (Customer_Experience_Design), (UX_/_UI_Design), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Web_Development), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Digital_Performance_Marketing), (SEO_/_SEM)","(Alcoholic_Beverages), (Construction), (Education), (Fashion), (Financial_Services), (Food_and_Beverage_Services), (Government), (Not-for-Profit), (Professional_Services), (Technology), (Information_and_Media), (Start-up)","We grow businesses at speed and scale. Through uncommon creativity, technical skill and marketing science, we create digital experiences that deliver real results.","We grow businesses at speed and scale. Through uncommon creativity, technical skill and marketing science, we create digital experiences that deliver real results.","(Research_&_Insight), (UX/UI_Design), (Digital_Marketing)","(Research_&_Insights), (Experience_Design), (PPC), (SEO), (Paid_Social), (eCommerce), (CRM_&_Loyalty)",,,Australia,australia,Started,Wonderful,1,2.0,0,0.0,1,1,0,1,0,1,0.5581395348837208,0,0,0,0,0,0,0,1,"(Proposition_Design), (User_Experience/User_Interface_Design), (Copywriting)","(Experience & Design), (Advertising_Brand & Creative)"
